headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
Trump’s Covid Treatments Were Tested in Cells Derived From Fetal Tissue,2020-10-08 23:17:25+00:00,The antibody cocktail that President Trump had called a “cure” was developed using a practice his administration had moved to restrict.,https://www.nytimes.com/2020/10/08/health/trump-covid-fetal-tissue.html,1143,"The “cell lines” used to develop monoclonal antibodies, as well as remdesivir and vaccines, began with fetal tissue decades ago.",Science,Health,,News,By Apoorva Mandavilli and Nathalia Holt,
Regeneron Asks F.D.A. for Emergency Approval for Drug That Trump Claimed Cured Him,2020-10-08 01:46:18+00:00,"The company said that doses of the unproven treatment would be available for 50,000 patients. It’s impossible to know whether it helped the president.",https://www.nytimes.com/2020/10/07/health/trump-covid-regeneron.html,766,"The company said that doses of the unproven treatment would be available for 50,000 patients. It’s impossible to know whether it helped the president.",Science,Health,,News,By Katie Thomas,
Trump Calls His Illness ‘a Blessing From God’,2020-10-08 01:45:22+00:00,"President Trump called his infection a “blessing from God,” as he tried to play down a pandemic that has killed over 211,000 Americans.",https://www.nytimes.com/2020/10/07/us/politics/trump-coronavirus-blessing.html,1753,"In a video on Wednesday evening, the president portrayed an unproven antibody cocktail being developed by the drug maker Regeneron as a miracle cure.",Washington,U.S.,Politics,News,By Maggie Haberman and Katie Thomas,
"‘I think this was a blessing from God that I caught it,’ Trump says of the virus in a new video.",2020-10-07 22:13:05+00:00,,https://www.nytimes.com/2020/10/07/us/trump-video-blessing-from-god.html,1073,,Washington,U.S.,,News,By Maggie Haberman and Katie Thomas,
A senior vaccine scientist who blew the whistle on political interference resigns.,2020-10-06 23:03:28+00:00,,https://www.nytimes.com/live/2020/10/07/world/covid-coronavirus/a-senior-vaccine-scientist-who-blew-the-whistle-on-political-interference-resigns,281,,Foreign,World,,Live Blog Post,By Sheryl Gay Stolberg,
"Trump May Have Covid, but Many of His Supporters Still Scoff at Masks",2020-10-06 21:22:50+00:00,"They echo misinformation that the president has spread for much of the year, as he has sought to minimize the threat of the virus.",https://www.nytimes.com/2020/10/06/us/politics/trump-voters-face-masks.html,1767,"They echo misinformation that the president has spread for much of the year, as he has sought to minimize the threat of the virus.",Politics,U.S.,Politics,News,By Trip Gabriel,
"Trump Tests Positive for Coronavirus, and the World Shudders",2020-10-02 06:51:10+00:00,The news of an American president contracting a potentially lethal virus carried global repercussions beyond that of any other world leader.,https://www.nytimes.com/2020/10/02/world/reactions-trump-positive-covid-test.html,1431,The news of an American president contracting a potentially lethal virus carried global repercussions beyond that of any other world leader.,Foreign,World,,News,By Mark Landler,
Top White House Official Denies Pressuring F.D.A. on Vaccine Guidelines,2020-09-27 12:00:31+00:00,"The number of lives lost daily has been rising globally, and the U.S., Brazil, India and Mexico account for over half of the total. Catch up on the latest.",https://www.nytimes.com/2020/09/27/world/covid-19-coronavirus.html,5373,"The number of lives lost to the virus is nearing one million, and new hot spots keep emerging. The U.S., Brazil, India and Mexico account for more than half of the total.",Foreign,World,,News,,
"Supreme Court, Florida, ‘Father of the Bride’: Your Friday Evening Briefing",2020-09-25 21:53:38+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2020/09/25/briefing/supreme-court-florida-father-of-the-bride.html,1301,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,"By Remy Tumin, Dani Blum and Marcus Payadue",
Stalled Talks Over Covid-19 Stimulus in the U.S. Show Signs of Life,2020-09-24 09:23:45+00:00,"Still, it remained far from clear that a deal would happen. Rio de Janeiro’s annual Carnival parade will be delayed next year. Catch up on the latest.",https://www.nytimes.com/2020/09/24/world/covid-coronavirus.html,4689,It was far from clear that Republican and Democratic negotiators would be able to reach a deal. Rio de Janeiro’s annual Carnival parade will be delayed for the first time in decades.,Foreign,World,,News,,
"Undercutting Scientists, Trump Says Tightening Covid-19 Vaccine Guidelines ‘Sounds Like a Political Move’",2020-09-23 09:10:28+00:00,President Trump suggested that the Food and Drug Administration’s new guidelines might have been driven by politics. Catch up on the latest.,https://www.nytimes.com/2020/09/23/world/covid-19-coronavirus.html,4563,"Dr. Anthony S. Fauci and three other top U.S. health officials told lawmakers they would take a vaccine approved by the F.D.A. Johnson & Johnson announced plans to enroll 60,000 people in a major vaccine trial. Israel will tighten its coronavirus restrictions on Friday.",Foreign,World,,News,,
Fourth-Largest U.S. School District to Allow Students Back in Classrooms,2020-09-22 09:20:10+00:00,"Clinical trials have not involved children, so vaccines for them may not arrive until the next school year. The British government is imposing new restrictions. Here’s the latest.",https://www.nytimes.com/2020/09/22/world/covid-coronavirus.html,6952,"Over 200,000 people have died in the U.S. from the coronavirus, a staggering toll. Japanese researchers suggest plastic face shields are insufficient to reduce the virus’s spread.",Foreign,World,,News,,
Health Officials Tiptoe Around Trump’s Coronavirus Vaccine Timeline,2020-09-20 12:02:04+00:00,U.S. officials sidestepped President Trump’s declaration. Britain seeks to avert a lockdown with threats of huge fines. Here’s the latest.,https://www.nytimes.com/2020/09/20/world/covid-coronavirus.html,4705,New Zealand says it will ease its virus measures. Lockdowns return as Europe faces a second wave.,Foreign,World,,News,,
"After Criticism, C.D.C. Reverses Covid-19 Guidelines on Testing People Who Were Exposed",2020-09-18 09:07:46+00:00,The agency now says that people who have had close contact with an infected person but have no symptoms should be tested. Catch up on the latest.,https://www.nytimes.com/2020/09/18/world/covid-coronavirus.html,3590,President Trump acknowledged that an authorized vaccine for “every American” may not be distributed until next year. An Iranian official says the country has become a “red zone” as cases and deaths surge.,Foreign,World,,News,,
What the Fall and Winter of the Pandemic Will Look Like,2020-09-18 09:00:12+00:00,"What to expect over the next few months on treatments, testing and trick-or-treating.",https://www.nytimes.com/2020/09/18/opinion/coronavirus-fall-winter.html,2758,"The coronavirus isn’t going away, but a vaccine is coming and so is an election.",Editorial,Opinion,,Editorial,By Jeneen Interlandi,
Trump Scorns His Own Scientists Over Virus Data,2020-09-17 00:42:05+00:00,"President Trump slapped down Dr. Robert Redfield, the C.D.C. chief, saying his emphasis on masks and his projected vaccine timeline were wrong.",https://www.nytimes.com/2020/09/16/us/politics/trump-cdc-covid-vaccine.html,1719,A public scolding of the C.D.C. chief was only the latest but perhaps the starkest instance when the president has rejected not just the policy advice of his public health officials but the facts and information that they provided.,Washington,U.S.,Politics,News,By Peter Baker,
Trump Again Scorns Science on Masks and Vaccines,2020-09-16 09:11:45+00:00,"Michael Caputo, the top spokesman of the department overseeing the virus response, had accused government scientists of “sedition.” Here’s the latest.",https://www.nytimes.com/2020/09/16/world/covid-coronavirus.html,6321,"President Trump urged Republicans to “go for the much higher numbers” in stalled negotiations over another economic recovery package, undercutting his party’s push for a bare-bones plan.",Foreign,World,,News,,
"As Covid-19 Cases Rise, Europe Enters ‘Living-With-the-Virus Phase’",2020-09-15 09:20:30+00:00,"Europe’s approach contrasts sharply to the U.S., where restrictions to protect against the virus have been politically divisive. Catch up on the latest.",https://www.nytimes.com/2020/09/15/world/covid-coronavirus.html,6928,"People across the continent have largely gone back to work, even as the possibility of a second wave looms. Officials in Texas have recorded more than 700,000 coronavirus infections, and India’s caseload has topped five million.",Foreign,World,,News,,
Trump Holds Indoor Rally as White House Officials Try to Defend His Virus Response,2020-09-13 12:03:22+00:00,"White House officials were asked why President Trump played down the virus early in the pandemic, as Bob Woodward wrote in a new book. Here’s the latest.",https://www.nytimes.com/2020/09/13/world/coronavirus-covid-19.html,5347,"Infections in Britain have spiked back up to levels not seen in months. After a fire razed a refugee camp in Greece, homeless migrants fear what’s next.",Foreign,World,,News,,
Fauci Warns Coronavirus Could Disrupt Life Well Into New Year,2020-09-11 09:15:12+00:00,America’s top infectious diseases expert said that the virus could disrupt life in the U.S. “maybe even towards the end of 2021.” Catch up on the latest.,https://www.nytimes.com/2020/09/11/world/covid-19-coronavirus.html,6371,China has been using its prospects for developing a vaccine as a diplomatic carrot. The pandemic has exacerbated the worldwide threat of hunger and malnutrition.,Foreign,World,,News,,
"Coronavirus Can Be Deadly for Young Adults, Too, Study Finds",2020-09-10 09:20:19+00:00,A research letter from Harvard challenged the notion that young people are not affected by Covid-19. Catch up on the latest.,https://www.nytimes.com/2020/09/10/world/covid-19-coronavirus.html,5256,"India set another record for new infections, adding more than 96,000. The Senate did not approve a Republican proposal for more virus aid.",National,World,,News,,
N.I.H. Director Undercuts Trump’s Comments on Covid-19 Vaccines,2020-09-09 09:25:52+00:00,The National Institutes of Health director told a Senate panel that a vaccine would not be released unless it was safe and effective. Here’s the latest.,https://www.nytimes.com/2020/09/09/world/covid-coronavirus.html,6536,"The director, Dr. Francis Collins, took issue with President Trump’s suggestion that a coronavirus vaccine would be available by Election Day. Indonesia’s capital will reimpose restrictions.",Foreign,World,,News,,
Drugmaker Pauses Covid-19 Vaccine Trial for Safety Review,2020-09-08 09:17:03+00:00,"AstraZeneca stopped global trials of its coronavirus vaccine because of a serious and unexpected adverse reaction, the company said. Here’s the latest.",https://www.nytimes.com/2020/09/08/world/covid-19-coronavirus.html,5646,Britain is expected to limit most social gatherings to six people after a spike in cases. A political uproar quashed plans for targeted lockdowns in Israel. People caught maskless in Indonesia were told to lie in a coffin as punishment.,Foreign,World,,News,,
How Many Lives Would a More Normal President Have Saved?,2020-09-05 19:30:30+00:00,Trump failed to meet the Covid-19 challenge. But it’s harder to judge whether the overall response was catastrophic or merely mediocre.,https://www.nytimes.com/2020/09/05/opinion/sunday/covid-19-trump.html,1219,Trump failed to meet the Covid-19 challenge. But it’s harder to judge whether the overall response was catastrophic or merely mediocre.,OpEd,Opinion,Sunday Opinion,Op-Ed,By Ross Douthat,
"Vaping Can Increase Coronavirus Hazards, Researchers Say",2020-09-04 09:17:56+00:00,"Young adults who vape are five times more likely to receive a coronavirus diagnosis, researchers found. Catch up on the latest.",https://www.nytimes.com/2020/09/04/world/covid-19-coronavirus.html,5749,India surpassed four million coronavirus cases. U.S. officials urged caution ahead of Labor Day weekend.,Foreign,World,,News,,
